0,30.512819988707776,32.80170130753074,"(3,3)Comparative new"
0,30.660137837415864,32.94924776238359,"(3,3)Comparative upgrade"
0,29.886805173656068,32.609740095163616,"(4,3)Comparative new"
0,30.00565075155742,32.72851111690582,"(4,3)Comparative upgrade"
0,30.257799060235417,32.98103497726913,"(5,2)Comparative upgrade"
0,30.094879022529838,32.81804613979068,"(5,2)Comparative new"
0,29.765452951734545,32.488464385632824,"(5,3)Comparative new"
0,29.891842186727498,32.61501827871423,"(5,3)Comparative upgrade"
0,30.22017526252204,32.94326546770196,"(4,2)Comparative new"
0,30.386646237481838,33.10962587033449,"(4,2)Comparative upgrade"
0,30.583144562662337,33.30645348946995,"(3,2)Comparative upgrade"	
0,30.41581951439319,33.13889704487923,"(3,2)Comparative new"	
